row,osm_obj_type,id,latitude,longitude,unit,street_no,street_name,osm_tag,full_address,request_address,attached_buildings
17713,way,447222475,45.3348809,-75.6704626,,108,Wolverine Private,semi_detached_house,"108 Wolverine private, Ottawa, ON","108 Wolverine private, Ottawa, ON",2
18531,way,453302871,45.4268915,-75.6649716,,80,Donald Street,semi_detached_house,"80 Donald street, Ottawa, ON","80 Donald street, Ottawa, ON",2
18588,way,456857978,45.4123923,-75.7009451,,558,MacLaren Street,semi_detached_house,"558 Maclaren street, Ottawa, ON","558 Maclaren street, Ottawa, ON",2
18723,way,458182712,45.4318847,-75.6899893,,332,St. Patrick Street,semi_detached_house,"332 St. patrick street, Ottawa, ON","332 St. patrick street, Ottawa, ON",2
18832,way,458600745,45.4331012,-75.6902775,,237,Guigues Avenue,semi_detached_house,"237 Guigues avenue, Ottawa, ON","237 Guigues avenue, Ottawa, ON",2
18874,way,458604741,45.4314023,-75.6959674,,61,St. Andrew Street,semi_detached_house,"61 St. andrew street, Ottawa, ON","61 St. andrew street, Ottawa, ON",2
18879,way,458608126,45.4389761,-75.6805572,,293,Crichton Street,semi_detached_house,"293 Crichton street, Ottawa, ON","293 Crichton street, Ottawa, ON",2
18948,way,459067772,45.4309413,-75.6970686,,21,St. Andrew Street,semi_detached_house,"21 St. andrew street, Ottawa, ON","21 St. andrew street, Ottawa, ON",2
18975,way,459070446,45.4345831,-75.6920629,,248,Cathcart Street,semi_detached_house,"248 Cathcart street, Ottawa, ON","248 Cathcart street, Ottawa, ON",2
19040,way,459247294,45.4343829,-75.6933784,,211,Cathcart Street,semi_detached_house,"211 Cathcart street, Ottawa, ON","211 Cathcart street, Ottawa, ON",2
19097,way,459252359,45.4238098,-75.67234,,185,Goulburn Avenue,semi_detached_house,"185 Goulburn avenue, Ottawa, ON","185 Goulburn avenue, Ottawa, ON",2
19112,way,459467712,45.4344889,-75.695189,,161,Bolton Street,semi_detached_house,"161 Bolton street, Ottawa, ON","161 Bolton street, Ottawa, ON",2
19170,way,459471169,45.4263833,-75.6849546,,78,Stewart Street,semi_detached_house,"78 Stewart street, Ottawa, ON","78 Stewart street, Ottawa, ON",2
19179,way,459471179,45.4263657,-75.6840518,,213,Wilbrod Street,semi_detached_house,"213 Wilbrod street, Ottawa, ON","213 Wilbrod street, Ottawa, ON",2
19276,way,459665028,45.4124763,-75.6994653,,533,Gilmour Street,semi_detached_house,"533 Gilmour street, Ottawa, ON","533 Gilmour street, Ottawa, ON",2
19477,way,460106031,45.4127632,-75.6979249,,486,Gilmour Street,semi_detached_house,"486 Gilmour street, Ottawa, ON","486 Gilmour street, Ottawa, ON",2
19481,way,460106035,45.4128295,-75.6974092,,388,Kent Street,semi_detached_house,"388 Kent street, Ottawa, ON","388 Kent street, Ottawa, ON",2
19683,way,460240112,45.4035059,-75.7044015,,207,Plymouth Street,semi_detached_house,"207 Plymouth street, Ottawa, ON","207 Plymouth street, Ottawa, ON",2
19711,way,460240999,45.4039505,-75.7031536,,416,Cambridge Street South,semi_detached_house,"416 Cambridge street south, Ottawa, ON","416 Cambridge street south, Ottawa, ON",2
19962,way,460636176,45.3998555,-75.7138654,,242,Loretta Avenue South,semi_detached_house,"242 Loretta avenue south, Ottawa, ON","242 Loretta avenue south, Ottawa, ON",2
23713,way,469799458,45.1913746,-75.8360378,,87,Martin Street,semi_detached_house,"87 Martin street, Ottawa, ON","87 Martin street, Ottawa, ON",2
29386,way,470075030,45.2499183,-75.7430839,,2782,Grand Canal Street,semi_detached_house,"2782 Grand canal street, Ottawa, ON","2782 Grand canal street, Ottawa, ON",2
29673,way,470086954,45.2486938,-75.7367708,,2475,Regatta Avenue,semi_detached_house,"2475 Regatta avenue, Ottawa, ON","2475 Regatta avenue, Ottawa, ON",2
33911,way,470304450,45.4720737,-75.4529509,,247,Rustic Hills Crescent,semi_detached_house,"247 Rustic hills crescent, Ottawa, ON","247 Rustic hills crescent, Ottawa, ON",2
35161,way,470424207,45.2743737,-75.7632491,,7,Aldgate Crescent,semi_detached_house,"7 Aldgate crescent, Ottawa, ON","7 Aldgate crescent, Ottawa, ON",2
36134,way,470425219,45.2744436,-75.7632013,,5,Aldgate Crescent,semi_detached_house,"5 Aldgate crescent, Ottawa, ON","5 Aldgate crescent, Ottawa, ON",2
36341,way,470425427,45.2620452,-75.7622736,,276,Broxburn Crescent,semi_detached_house,"276 Broxburn crescent, Ottawa, ON","276 Broxburn crescent, Ottawa, ON",2
37160,way,470442226,45.2743638,-75.7570876,,50,Dolan Drive,semi_detached_house,"50 Dolan drive, Ottawa, ON","50 Dolan drive, Ottawa, ON",2
37334,way,470442973,45.2735682,-75.7545822,,48,Amherst Crescent,semi_detached_house,"48 Amherst crescent, Ottawa, ON","48 Amherst crescent, Ottawa, ON",2
37510,way,470443498,45.2742616,-75.7575326,,56,Dolan Drive,semi_detached_house,"56 Dolan drive, Ottawa, ON","56 Dolan drive, Ottawa, ON",2
37570,way,470443583,45.2735379,-75.7487156,,39,Bartley Crescent,semi_detached_house,"39 Bartley crescent, Ottawa, ON","39 Bartley crescent, Ottawa, ON",2
37797,way,470443832,45.2719012,-75.7517943,,35,Exeter Drive,semi_detached_house,"35 Exeter drive, Ottawa, ON","35 Exeter drive, Ottawa, ON",2
37827,way,470443862,45.2733503,-75.7486518,,35,Bartley Crescent,semi_detached_house,"35 Bartley crescent, Ottawa, ON","35 Bartley crescent, Ottawa, ON",2
37860,way,470443898,45.2738343,-75.7568928,,77,Dolan Drive,semi_detached_house,"77 Dolan drive, Ottawa, ON","77 Dolan drive, Ottawa, ON",2
38095,way,470444139,45.2628331,-75.7610422,,317,Kippen Place,semi_detached_house,"317 Kippen place, Ottawa, ON","317 Kippen place, Ottawa, ON",2
39318,way,470452836,45.2683187,-75.7286244,,488,Temiskaming Crescent,semi_detached_house,"488 Temiskaming crescent, Ottawa, ON","488 Temiskaming crescent, Ottawa, ON",2
42255,way,470835664,45.2740092,-75.7071102,,17,Collington Street,semi_detached_house,"17 Collington street, Ottawa, ON","17 Collington street, Ottawa, ON",2
42825,way,470836398,45.2743116,-75.7158358,,136,Tacom Circle,semi_detached_house,"136 Tacom circle, Ottawa, ON","136 Tacom circle, Ottawa, ON",2
43956,way,470858136,45.2752795,-75.7638838,,26,Fable Street,semi_detached_house,"26 Fable street, Ottawa, ON","26 Fable street, Ottawa, ON",2
44270,way,470869491,45.2807305,-75.7583849,,76,Malvern Drive,semi_detached_house,"76 Malvern drive, Ottawa, ON","76 Malvern drive, Ottawa, ON",2
44493,way,470869728,45.2852234,-75.7513375,,1,Sandhead Terrace,semi_detached_house,"1 Sandhead terrace, Ottawa, ON","1 Sandhead terrace, Ottawa, ON",2
44539,way,470869775,45.287007,-75.7526147,,21,Fieldgate Drive,semi_detached_house,"21 Fieldgate drive, Ottawa, ON","21 Fieldgate drive, Ottawa, ON",2
44707,way,470869944,45.2836452,-75.7520482,,20,Foxfield Drive,semi_detached_house,"20 Foxfield drive, Ottawa, ON","20 Foxfield drive, Ottawa, ON",2
44893,way,470870133,45.2827399,-75.7531115,,13,Kadeer Way,semi_detached_house,"13 Kadeer way, Ottawa, ON","13 Kadeer way, Ottawa, ON",2
45206,way,470870529,45.2832576,-75.7558055,,14,Ventnor Way,semi_detached_house,"14 Ventnor way, Ottawa, ON","14 Ventnor way, Ottawa, ON",2
45216,way,470870539,45.282993,-75.7564283,,26,Ventnor Way,semi_detached_house,"26 Ventnor way, Ottawa, ON","26 Ventnor way, Ottawa, ON",2
45272,way,470870607,45.2888655,-75.7412405,,24,Saffron Court,semi_detached_house,"24 Saffron court, Ottawa, ON","24 Saffron court, Ottawa, ON",2
45402,way,470870742,45.2862488,-75.7552897,,56,Fieldgate Drive,semi_detached_house,"56 Fieldgate drive, Ottawa, ON","56 Fieldgate drive, Ottawa, ON",2
45434,way,470870776,45.2887917,-75.7398955,,206,Mountshannon Drive,semi_detached_house,"206 Mountshannon drive, Ottawa, ON","206 Mountshannon drive, Ottawa, ON",2
45471,way,470870814,45.2867711,-75.7520219,,16,Fieldgate Drive,semi_detached_house,"16 Fieldgate drive, Ottawa, ON","16 Fieldgate drive, Ottawa, ON",2
45549,way,470870892,45.2885751,-75.755258,,116,Fieldgate Drive,semi_detached_house,"116 Fieldgate drive, Ottawa, ON","116 Fieldgate drive, Ottawa, ON",2
45620,way,470870964,45.2829489,-75.755726,,16,Malvern Drive,semi_detached_house,"16 Malvern drive, Ottawa, ON","16 Malvern drive, Ottawa, ON",2
53960,way,471307369,45.2776073,-75.7299553,,138,Deerfox Drive,semi_detached_house,"138 Deerfox drive, Ottawa, ON","138 Deerfox drive, Ottawa, ON",2
54033,way,471307448,45.2818016,-75.7325219,,121,Fairlop Way,semi_detached_house,"121 Fairlop way, Ottawa, ON","121 Fairlop way, Ottawa, ON",2
54322,way,471307771,45.2818425,-75.7315547,,337,Berrigan Drive,semi_detached_house,"337 Berrigan drive, Ottawa, ON","337 Berrigan drive, Ottawa, ON",2
54506,way,471308031,45.2817662,-75.7380676,,328,Claridge Drive,semi_detached_house,"328 Claridge drive, Ottawa, ON","328 Claridge drive, Ottawa, ON",2
55114,way,471308737,45.2824619,-75.738268,,306,Claridge Drive,semi_detached_house,"306 Claridge drive, Ottawa, ON","306 Claridge drive, Ottawa, ON",2
55207,way,471308836,45.2776603,-75.7306661,,248,Deerfox Drive,semi_detached_house,"248 Deerfox drive, Ottawa, ON","248 Deerfox drive, Ottawa, ON",2
55558,way,471309206,45.2814422,-75.7325568,,313,Berrigan Drive,semi_detached_house,"313 Berrigan drive, Ottawa, ON","313 Berrigan drive, Ottawa, ON",2
56845,way,471315092,45.2836223,-75.7050479,,67,Selhurst Avenue,semi_detached_house,"67 Selhurst avenue, Ottawa, ON","67 Selhurst avenue, Ottawa, ON",2
57271,way,471315874,45.2767992,-75.6974556,,233,Tewsley Drive,semi_detached_house,"233 Tewsley drive, Ottawa, ON","233 Tewsley drive, Ottawa, ON",2
57583,way,471316227,45.2774265,-75.6970429,,248,Tewsley Drive,semi_detached_house,"248 Tewsley drive, Ottawa, ON","248 Tewsley drive, Ottawa, ON",2
57801,way,471316486,45.2759636,-75.6974569,,325,Riversedge Crescent,semi_detached_house,"325 Riversedge crescent, Ottawa, ON","325 Riversedge crescent, Ottawa, ON",2
58768,way,471331125,45.2904155,-75.7391162,,163,Mountshannon Drive,semi_detached_house,"163 Mountshannon drive, Ottawa, ON","163 Mountshannon drive, Ottawa, ON",2
58818,way,471331175,45.292849,-75.7395744,,61,Sutcliffe Terrace,semi_detached_house,"61 Sutcliffe terrace, Ottawa, ON","61 Sutcliffe terrace, Ottawa, ON",2
59448,way,471491358,45.2664197,-75.9306447,,29,Crossing Bridge Court,semi_detached_house,"29 Crossing bridge court, Ottawa, ON","29 Crossing bridge court, Ottawa, ON",2
63158,way,471675874,45.331743,-75.7428745,,81,Benlea Drive,semi_detached_house,"81 Benlea drive, Ottawa, ON","81 Benlea drive, Ottawa, ON",2
63949,way,471677044,45.3333325,-75.745067,,13,Kidgrove Garden,semi_detached_house,"13 Kidgrove garden, Ottawa, ON","13 Kidgrove garden, Ottawa, ON",2
66134,way,471811887,45.2761754,-75.9313654,,212,Horseshoe Crescent,semi_detached_house,"212 Horseshoe crescent, Ottawa, ON","212 Horseshoe crescent, Ottawa, ON",2
66152,way,471811926,45.2755411,-75.9298968,,250,Horseshoe Crescent,semi_detached_house,"250 Horseshoe crescent, Ottawa, ON","250 Horseshoe crescent, Ottawa, ON",2
66162,way,471811941,45.2783574,-75.9290375,,245,Mojave Crescent,semi_detached_house,"245 Mojave crescent, Ottawa, ON","245 Mojave crescent, Ottawa, ON",2
66383,way,471812203,45.2764803,-75.9310966,,380,Horseshoe Crescent,semi_detached_house,"380 Horseshoe crescent, Ottawa, ON","380 Horseshoe crescent, Ottawa, ON",2
66949,way,471838138,45.3538914,-75.9262857,,29,Billingham Crescent,semi_detached_house,"29 Billingham crescent, Ottawa, ON","29 Billingham crescent, Ottawa, ON",2
74511,way,472168438,45.3340689,-75.7383086,,1,Benlea Drive,semi_detached_house,"1 Benlea drive, Ottawa, ON","1 Benlea drive, Ottawa, ON",2
74514,way,472168441,45.3354398,-75.7348273,,90,Woodfield Drive,semi_detached_house,"90 Woodfield drive, Ottawa, ON","90 Woodfield drive, Ottawa, ON",2
74527,way,472168456,45.3333014,-75.7397683,,27,Benlea Drive,semi_detached_house,"27 Benlea drive, Ottawa, ON","27 Benlea drive, Ottawa, ON",2
74607,way,472168549,45.3350616,-75.7366031,,123,Woodfield Drive,semi_detached_house,"123 Woodfield drive, Ottawa, ON","123 Woodfield drive, Ottawa, ON",2
74789,way,472168812,45.3347815,-75.7370482,,131,Woodfield Drive,semi_detached_house,"131 Woodfield drive, Ottawa, ON","131 Woodfield drive, Ottawa, ON",2
74858,way,472169129,45.2747026,-75.6886643,,4222,Green Gables Lane,semi_detached_house,"4222 Green gables lane, Ottawa, ON","4222 Green gables lane, Ottawa, ON",2
77504,way,472223829,45.4761524,-75.4691869,,1558,Lisbon Street,semi_detached_house,"1558 Lisbon street, Ottawa, ON","1558 Lisbon street, Ottawa, ON",2
81124,way,472233831,45.3326909,-75.7622406,,20,Bertona Street,semi_detached_house,"20 Bertona street, Ottawa, ON","20 Bertona street, Ottawa, ON",2
81754,way,472236296,45.3217386,-75.7805846,,31,Midland Crescent,semi_detached_house,"31 Midland crescent, Ottawa, ON","31 Midland crescent, Ottawa, ON",2
81875,way,472236458,45.3285044,-75.7761895,,82,Elvaston Avenue,semi_detached_house,"82 Elvaston avenue, Ottawa, ON","82 Elvaston avenue, Ottawa, ON",2
83396,way,472250085,45.3268581,-75.7905467,,116,Hobart Crescent,semi_detached_house,"116 Hobart crescent, Ottawa, ON","116 Hobart crescent, Ottawa, ON",2
83439,way,472250128,45.3274428,-75.7910246,,143,McClellan Road,semi_detached_house,"143 Mcclellan road, Ottawa, ON","143 Mcclellan road, Ottawa, ON",2
83499,way,472250188,45.3269595,-75.7909374,,162,McClellan Road,semi_detached_house,"162 Mcclellan road, Ottawa, ON","162 Mcclellan road, Ottawa, ON",2
83741,way,472250447,45.3260626,-75.7940408,,38,Hobart Crescent,semi_detached_house,"38 Hobart crescent, Ottawa, ON","38 Hobart crescent, Ottawa, ON",2
84162,way,472253098,45.3318108,-75.7756124,,13,Shoreham Avenue,semi_detached_house,"13 Shoreham avenue, Ottawa, ON","13 Shoreham avenue, Ottawa, ON",2
84167,way,472253103,45.3326927,-75.7749521,,66,Craig Henry Drive,semi_detached_house,"66 Craig henry drive, Ottawa, ON","66 Craig henry drive, Ottawa, ON",2
84202,way,472253138,45.329566,-75.7802982,,14,Elvaston Avenue,semi_detached_house,"14 Elvaston avenue, Ottawa, ON","14 Elvaston avenue, Ottawa, ON",2
84269,way,472253210,45.3352025,-75.7753722,,24,Moorcroft Road,semi_detached_house,"24 Moorcroft road, Ottawa, ON","24 Moorcroft road, Ottawa, ON",2
84421,way,472253416,45.3347793,-75.780945,,7,Westfield Crescent,semi_detached_house,"7 Westfield crescent, Ottawa, ON","7 Westfield crescent, Ottawa, ON",2
84449,way,472253444,45.3297355,-75.7761077,,22,Winlock Crescent,semi_detached_house,"22 Winlock crescent, Ottawa, ON","22 Winlock crescent, Ottawa, ON",2
84707,way,472254714,45.3337363,-75.7904392,,57,Abingdon Drive,semi_detached_house,"57 Abingdon drive, Ottawa, ON","57 Abingdon drive, Ottawa, ON",2
84815,way,472254826,45.3336703,-75.7911863,,67,Abingdon Drive,semi_detached_house,"67 Abingdon drive, Ottawa, ON","67 Abingdon drive, Ottawa, ON",2
84922,way,472254944,45.3363293,-75.78483,,7,Higgins Road,semi_detached_house,"7 Higgins road, Ottawa, ON","7 Higgins road, Ottawa, ON",2
87152,way,472269773,45.3378496,-75.7853371,,7,Meadowbank Drive,semi_detached_house,"7 Meadowbank drive, Ottawa, ON","7 Meadowbank drive, Ottawa, ON",2
87409,way,472271655,45.3385751,-75.7835959,,35,Meadowbank Drive,semi_detached_house,"35 Meadowbank drive, Ottawa, ON","35 Meadowbank drive, Ottawa, ON",2
88683,way,472318078,45.2822666,-75.871815,,606,Moorpark Avenue,semi_detached_house,"606 Moorpark avenue, Ottawa, ON","606 Moorpark avenue, Ottawa, ON",2
89489,way,472329341,45.2819446,-75.8714757,,609,Moorpark Avenue,semi_detached_house,"609 Moorpark avenue, Ottawa, ON","609 Moorpark avenue, Ottawa, ON",2
89628,way,472329493,45.2825706,-75.8705382,,632,Moorpark Avenue,semi_detached_house,"632 Moorpark avenue, Ottawa, ON","632 Moorpark avenue, Ottawa, ON",2
89629,way,472329494,45.2820708,-75.8709034,,621,Moorpark Avenue,semi_detached_house,"621 Moorpark avenue, Ottawa, ON","621 Moorpark avenue, Ottawa, ON",2
90759,way,472377570,45.2942193,-75.8894322,,18,Seabrooke Drive,semi_detached_house,"18 Seabrooke drive, Ottawa, ON","18 Seabrooke drive, Ottawa, ON",2
90857,way,472377678,45.2910232,-75.8745268,,64,Shouldice Crescent,semi_detached_house,"64 Shouldice crescent, Ottawa, ON","64 Shouldice crescent, Ottawa, ON",2
91406,way,472378264,45.2946612,-75.8896058,,23,Seabrooke Drive,semi_detached_house,"23 Seabrooke drive, Ottawa, ON","23 Seabrooke drive, Ottawa, ON",2
91639,way,472378508,45.2940067,-75.8848329,,3,Melanie Crescent,semi_detached_house,"3 Melanie crescent, Ottawa, ON","3 Melanie crescent, Ottawa, ON",2
91692,way,472378577,45.2939408,-75.886301,,22,Melanie Crescent,semi_detached_house,"22 Melanie crescent, Ottawa, ON","22 Melanie crescent, Ottawa, ON",2
91756,way,472378645,45.2906659,-75.8812036,,12,Sheldrake Drive,semi_detached_house,"12 Sheldrake drive, Ottawa, ON","12 Sheldrake drive, Ottawa, ON",2
91788,way,472378693,45.2954145,-75.8887744,,48,Seabrooke Drive,semi_detached_house,"48 Seabrooke drive, Ottawa, ON","48 Seabrooke drive, Ottawa, ON",2
91854,way,472378795,45.2954385,-75.8881839,,27,Castlefrank Road,semi_detached_house,"27 Castlefrank road, Ottawa, ON","27 Castlefrank road, Ottawa, ON",2
91943,way,472378916,45.2923571,-75.8720701,,63,Rothesay Drive,semi_detached_house,"63 Rothesay drive, Ottawa, ON","63 Rothesay drive, Ottawa, ON",2
92007,way,472378984,45.293969,-75.8881928,,22,Winchester Drive,semi_detached_house,"22 Winchester drive, Ottawa, ON","22 Winchester drive, Ottawa, ON",2
92224,way,472379263,45.2905324,-75.876192,,192,Old Colony Road,semi_detached_house,"192 Old colony road, Ottawa, ON","192 Old colony road, Ottawa, ON",2
