row,osm_obj_type,id,latitude,longitude,unit,street_no,street_name,osm_tag,full_address,request_address,attached_buildings
6458,way,261979302,45.3930316,-75.7293904,,378,Huron Avenue South,detached,"378 Huron avenue south, Ottawa, ON","378 Huron avenue south, Ottawa, ON",1
6460,way,261979305,45.3927203,-75.7291822,,384,Huron Avenue South,detached,"384 Huron avenue south, Ottawa, ON","384 Huron avenue south, Ottawa, ON",1
6488,way,262285110,45.3945042,-75.7266951,,107,Kenilworth Street,detached,"107 Kenilworth street, Ottawa, ON","107 Kenilworth street, Ottawa, ON",1
6707,way,264034231,45.392868,-75.7322704,,7,Geneva Street,detached,"7 Geneva street, Ottawa, ON","7 Geneva street, Ottawa, ON",1
7199,way,287735055,45.4048726,-75.6588965,,186,Cluny Street,detached,"186 Cluny street, Ottawa, ON","186 Cluny street, Ottawa, ON",1
7202,way,287735059,45.4049429,-75.6583283,,198,Cluny Street,detached,"198 Cluny street, Ottawa, ON","198 Cluny street, Ottawa, ON",1
7243,way,287741832,45.4069788,-75.6536726,,318,Lindsay Street,detached,"318 Lindsay street, Ottawa, ON","318 Lindsay street, Ottawa, ON",1
7247,way,287742319,45.4065651,-75.6535773,,305,Knox Crescent,detached,"305 Knox crescent, Ottawa, ON","305 Knox crescent, Ottawa, ON",1
7266,way,287806695,45.4068709,-75.6526449,,342,Lindsay Street,detached,"342 Lindsay street, Ottawa, ON","342 Lindsay street, Ottawa, ON",1
7269,way,287806698,45.4066577,-75.6521176,,358,Lindsay Street,detached,"358 Lindsay street, Ottawa, ON","358 Lindsay street, Ottawa, ON",1
7357,way,287881686,45.4071644,-75.6553582,,1611,Dorion Avenue,detached,"1611 Dorion avenue, Ottawa, ON","1611 Dorion avenue, Ottawa, ON",1
7361,way,287881973,45.4073396,-75.6548447,,1608,Drake Avenue,detached,"1608 Drake avenue, Ottawa, ON","1608 Drake avenue, Ottawa, ON",1
7368,way,287882313,45.4081326,-75.6539781,,1582,Drake Avenue,detached,"1582 Drake avenue, Ottawa, ON","1582 Drake avenue, Ottawa, ON",1
7374,way,287882639,45.4085094,-75.6543316,,538,Neighbourhood Way,detached,"538 Neighbourhood way, Ottawa, ON","538 Neighbourhood way, Ottawa, ON",1
7379,way,287882671,45.4083391,-75.6549651,,524,Neighbourhood Way,detached,"524 Neighbourhood way, Ottawa, ON","524 Neighbourhood way, Ottawa, ON",1
7449,way,292266490,45.4065258,-75.7252082,,10,Lowrey Street,detached,"10 Lowrey street, Ottawa, ON","10 Lowrey street, Ottawa, ON",1
7576,way,295419955,45.4097094,-75.6876844,,107,Pretoria Avenue,detached,"107 Pretoria avenue, Ottawa, ON","107 Pretoria avenue, Ottawa, ON",1
7691,way,302127065,45.2587169,-75.8286246,,5069,Fallowfield Road,detached,"5069 Fallowfield road, Ottawa, ON","5069 Fallowfield road, Ottawa, ON",1
8054,way,307394547,45.4702167,-75.4968843,,1551,Payette Drive,detached,"1551 Payette drive, Ottawa, ON","1551 Payette drive, Ottawa, ON",1
8062,way,307397296,45.4695642,-75.4965047,,1561,Payette Drive,detached,"1561 Payette drive, Ottawa, ON","1561 Payette drive, Ottawa, ON",1
8071,way,307511199,45.472556,-75.4991569,,1509,Prestwick Drive,detached,"1509 Prestwick drive, Ottawa, ON","1509 Prestwick drive, Ottawa, ON",1
8081,way,307511209,45.4717627,-75.4983308,,364,Roxdale Avenue,detached,"364 Roxdale avenue, Ottawa, ON","364 Roxdale avenue, Ottawa, ON",1
8136,way,307631708,45.4696623,-75.4942888,,424,Phoenix Crescent,detached,"424 Phoenix crescent, Ottawa, ON","424 Phoenix crescent, Ottawa, ON",1
8162,way,307639436,45.4683382,-75.4961505,,1575,Payette Drive,detached,"1575 Payette drive, Ottawa, ON","1575 Payette drive, Ottawa, ON",1
8209,way,307639488,45.4699774,-75.4947142,,385,Vince Drive,detached,"385 Vince drive, Ottawa, ON","385 Vince drive, Ottawa, ON",1
8265,way,307655290,45.4682446,-75.4971788,,1587,Prestwick Drive,detached,"1587 Prestwick drive, Ottawa, ON","1587 Prestwick drive, Ottawa, ON",1
8269,way,307655294,45.4679345,-75.4972741,,1593,Prestwick Drive,detached,"1593 Prestwick drive, Ottawa, ON","1593 Prestwick drive, Ottawa, ON",1
8271,way,307655296,45.4672282,-75.4966658,,1597,Payette Drive,detached,"1597 Payette drive, Ottawa, ON","1597 Payette drive, Ottawa, ON",1
8413,way,309597075,45.4719632,-75.4976183,,372,Roxdale Avenue,detached,"372 Roxdale avenue, Ottawa, ON","372 Roxdale avenue, Ottawa, ON",1
8437,way,309597107,45.4731232,-75.4963712,,386,Amiens Street,detached,"386 Amiens street, Ottawa, ON","386 Amiens street, Ottawa, ON",1
8673,way,317700197,45.4051027,-75.6618868,,1704,Abbey Road,detached,"1704 Abbey road, Ottawa, ON","1704 Abbey road, Ottawa, ON",1
8674,way,317700198,45.4052435,-75.6618155,,1700,Abbey Road,detached,"1700 Abbey road, Ottawa, ON","1700 Abbey road, Ottawa, ON",1
8676,way,317700200,45.4054751,-75.6616279,,1692,Abbey Road,detached,"1692 Abbey road, Ottawa, ON","1692 Abbey road, Ottawa, ON",1
8686,way,317700610,45.4058901,-75.660771,,1673,Abbey Road,detached,"1673 Abbey road, Ottawa, ON","1673 Abbey road, Ottawa, ON",1
8693,way,317701128,45.4066097,-75.6609557,,1654,Abbey Road,detached,"1654 Abbey road, Ottawa, ON","1654 Abbey road, Ottawa, ON",1
8731,way,318126078,45.3710205,-75.8021725,,74,Kirby Road,detached,"74 Kirby road, Ottawa, ON","74 Kirby road, Ottawa, ON",1
8770,way,318128010,45.3699697,-75.7990511,,125,Britannia Road,detached,"125 Britannia road, Ottawa, ON","125 Britannia road, Ottawa, ON",1
8824,way,318273424,45.3700486,-75.800712,,2764,Rowatt Street,detached,"2764 Rowatt street, Ottawa, ON","2764 Rowatt street, Ottawa, ON",1
8839,way,318273440,45.3678999,-75.7999351,,169,Kehoe Street,detached,"169 Kehoe street, Ottawa, ON","169 Kehoe street, Ottawa, ON",1
8876,way,318275308,45.3871654,-75.7637341,,442,Fraser Avenue,detached,"442 Fraser avenue, Ottawa, ON","442 Fraser avenue, Ottawa, ON",1
9229,way,319399541,45.4068646,-75.6595558,,1634,Alta Vista Drive,detached,"1634 Alta vista drive, Ottawa, ON","1634 Alta vista drive, Ottawa, ON",1
9243,way,319400490,45.41108,-75.6582809,,1516,Caledon Street,detached,"1516 Caledon street, Ottawa, ON","1516 Caledon street, Ottawa, ON",1
9249,way,319401174,45.4105675,-75.6575686,,1497,Caledon Street,detached,"1497 Caledon street, Ottawa, ON","1497 Caledon street, Ottawa, ON",1
9256,way,319401970,45.4104421,-75.6580622,,1529,Caledon Street,detached,"1529 Caledon street, Ottawa, ON","1529 Caledon street, Ottawa, ON",1
9264,way,319401978,45.4095387,-75.6585601,,1555,Caledon Street,detached,"1555 Caledon street, Ottawa, ON","1555 Caledon street, Ottawa, ON",1
9268,way,319402009,45.4089409,-75.6585191,,261,Dale Avenue,detached,"261 Dale avenue, Ottawa, ON","261 Dale avenue, Ottawa, ON",1
9291,way,319404747,45.4095622,-75.6478826,,504,Bloor Avenue,detached,"504 Bloor avenue, Ottawa, ON","504 Bloor avenue, Ottawa, ON",1
9305,way,319405618,45.4095908,-75.6487062,,488,Bloor Avenue,detached,"488 Bloor avenue, Ottawa, ON","488 Bloor avenue, Ottawa, ON",1
9330,way,319421272,45.4100087,-75.6475145,,511,Bloor Avenue,detached,"511 Bloor avenue, Ottawa, ON","511 Bloor avenue, Ottawa, ON",1
9344,way,319651712,45.4057414,-75.6467376,,516,Braydon Avenue,detached,"516 Braydon avenue, Ottawa, ON","516 Braydon avenue, Ottawa, ON",1
9348,way,319651716,45.4056629,-75.6475006,,500,Braydon Avenue,detached,"500 Braydon avenue, Ottawa, ON","500 Braydon avenue, Ottawa, ON",1
9354,way,319651939,45.4063117,-75.6482294,,488,Avalon Place,detached,"488 Avalon place, Ottawa, ON","488 Avalon place, Ottawa, ON",1
9366,way,319651951,45.4062558,-75.6460106,,1588,Balena Avenue,detached,"1588 Balena avenue, Ottawa, ON","1588 Balena avenue, Ottawa, ON",1
9367,way,319651952,45.4061964,-75.6462762,,525,Braydon Avenue,detached,"525 Braydon avenue, Ottawa, ON","525 Braydon avenue, Ottawa, ON",1
9371,way,319651977,45.406131,-75.6473346,,503,Braydon Avenue,detached,"503 Braydon avenue, Ottawa, ON","503 Braydon avenue, Ottawa, ON",1
9386,way,319652323,45.407172,-75.6460172,,1558,Balena Avenue,detached,"1558 Balena avenue, Ottawa, ON","1558 Balena avenue, Ottawa, ON",1
9406,way,319652700,45.4081423,-75.6463237,,1527,Chomley Crescent,detached,"1527 Chomley crescent, Ottawa, ON","1527 Chomley crescent, Ottawa, ON",1
9548,way,321498040,45.4399666,-75.6612761,,280,Joffre-Bélanger Way,detached,"280 Joffre-bélanger way, Ottawa, ON","280 Joffre-bélanger way, Ottawa, ON",1
9792,way,326378115,45.4563924,-75.680565,,761,Acacia Lane,detached,"761 Acacia lane, Ottawa, ON","761 Acacia lane, Ottawa, ON",1
9887,way,336904539,45.2207898,-76.066706,,426,Upper Dwyer Hill Road,detached,"426 Upper dwyer hill road, Ottawa, ON","426 Upper dwyer hill road, Ottawa, ON",1
9893,way,336912506,45.4489642,-75.6484361,,385,Plum Tree Crescent,detached,"385 Plum tree crescent, Ottawa, ON","385 Plum tree crescent, Ottawa, ON",1
9896,way,336912510,45.4487169,-75.6476521,,393,Plum Tree Crescent,detached,"393 Plum tree crescent, Ottawa, ON","393 Plum tree crescent, Ottawa, ON",1
9977,way,338037335,45.3820137,-75.7378717,,1373,Coldrey Avenue,detached,"1373 Coldrey avenue, Ottawa, ON","1373 Coldrey avenue, Ottawa, ON",1
9980,way,338046580,45.3828887,-75.7368635,,1340,Thames Street,detached,"1340 Thames street, Ottawa, ON","1340 Thames street, Ottawa, ON",1
9984,way,338126675,45.3580882,-75.7589626,,2117,Navaho Drive,detached,"2117 Navaho drive, Ottawa, ON","2117 Navaho drive, Ottawa, ON",1
10003,way,342557433,45.3972266,-75.7170655,,86,Old Irving Place,detached,"86 Old irving place, Ottawa, ON","86 Old irving place, Ottawa, ON",1
10120,way,351687517,45.3209454,-75.6916249,,4,Lewer Street,detached,"4 Lewer street, Ottawa, ON","4 Lewer street, Ottawa, ON",1
10729,way,364823544,45.4090412,-75.6397222,,670,Coronation Avenue,detached,"670 Coronation avenue, Ottawa, ON","670 Coronation avenue, Ottawa, ON",1
10797,way,369025110,45.3803371,-75.73046,,975,Silver Street,detached,"975 Silver street, Ottawa, ON","975 Silver street, Ottawa, ON",1
10866,way,369570484,45.3852196,-75.9862902,,1924,McCord Drive,detached,"1924 Mccord drive, Ottawa, ON","1924 Mccord drive, Ottawa, ON",1
10870,way,369570488,45.3779461,-75.994102,,126,Goodman Drive,detached,"126 Goodman drive, Ottawa, ON","126 Goodman drive, Ottawa, ON",1
10888,way,369570511,45.3858986,-75.9878193,,1928,McCord Drive,detached,"1928 Mccord drive, Ottawa, ON","1928 Mccord drive, Ottawa, ON",1
10923,way,369570557,45.3768141,-75.9882051,,1811,Rocklane Drive,detached,"1811 Rocklane drive, Ottawa, ON","1811 Rocklane drive, Ottawa, ON",1
10947,way,369570585,45.3838929,-76.0018542,,145,Ravenview Way,detached,"145 Ravenview way, Ottawa, ON","145 Ravenview way, Ottawa, ON",1
11044,way,371288265,45.4786677,-75.4933512,,1616,Delia Crescent,detached,"1616 Delia crescent, Ottawa, ON","1616 Delia crescent, Ottawa, ON",1
11056,way,371288277,45.4792568,-75.4924786,,1486,Delia Crescent,detached,"1486 Delia crescent, Ottawa, ON","1486 Delia crescent, Ottawa, ON",1
11151,way,380249132,45.3893326,-75.7501995,,492,Evered Avenue,detached,"492 Evered avenue, Ottawa, ON","492 Evered avenue, Ottawa, ON",1
12280,way,382737349,45.3961602,-75.751619,,306,Tweedsmuir Avenue,detached,"306 Tweedsmuir avenue, Ottawa, ON","306 Tweedsmuir avenue, Ottawa, ON",1
12869,way,386571461,45.4252191,-75.6539602,,273,Queen Mary Street,detached,"273 Queen mary street, Ottawa, ON","273 Queen mary street, Ottawa, ON",1
13252,way,387270978,45.3965116,-75.7333817,,15,Kenora Street,detached,"15 Kenora street, Ottawa, ON","15 Kenora street, Ottawa, ON",1
13258,way,387270990,45.3963897,-75.733757,,21,Kenora Street,detached,"21 Kenora street, Ottawa, ON","21 Kenora street, Ottawa, ON",1
14666,way,403882099,45.3950239,-75.7521232,,334,Athlone Avenue,detached,"334 Athlone avenue, Ottawa, ON","334 Athlone avenue, Ottawa, ON",1
14678,way,408064036,45.3955224,-75.750666,,335,Tweedsmuir Avenue,detached,"335 Tweedsmuir avenue, Ottawa, ON","335 Tweedsmuir avenue, Ottawa, ON",1
15108,way,431100743,45.4822624,-75.5015551,,1345,Turner Crescent,detached,"1345 Turner crescent, Ottawa, ON","1345 Turner crescent, Ottawa, ON",1
15124,way,431100759,45.4799912,-75.4997433,,1377,Turner Crescent,detached,"1377 Turner crescent, Ottawa, ON","1377 Turner crescent, Ottawa, ON",1
15134,way,431100769,45.4782821,-75.5002129,,1393,Laurin Crescent,detached,"1393 Laurin crescent, Ottawa, ON","1393 Laurin crescent, Ottawa, ON",1
15179,way,431100814,45.4771816,-75.4994022,,1453,Laurin Crescent,detached,"1453 Laurin crescent, Ottawa, ON","1453 Laurin crescent, Ottawa, ON",1
15767,way,441865509,45.4012797,-75.7224736,,1081,Gladstone Avenue,detached,"1081 Gladstone avenue, Ottawa, ON","1081 Gladstone avenue, Ottawa, ON",1
15930,way,445511587,45.1797937,-75.8360642,,6299,Ottawa Street West,detached,"6299 Ottawa street west, Ottawa, ON","6299 Ottawa street west, Ottawa, ON",1
15933,way,445511591,45.1788392,-75.826264,,43,Richland Drive,detached,"43 Richland drive, Ottawa, ON","43 Richland drive, Ottawa, ON",1
15942,way,445511600,45.1807008,-75.8257439,,15,Longridge Court,detached,"15 Longridge court, Ottawa, ON","15 Longridge court, Ottawa, ON",1
15956,way,445511614,45.180125,-75.8225722,,12,Richland Drive,detached,"12 Richland drive, Ottawa, ON","12 Richland drive, Ottawa, ON",1
16712,way,445832357,45.1760358,-75.7026384,,6097,Second Line Road South,detached,"6097 Second line road south, Ottawa, ON","6097 Second line road south, Ottawa, ON",1
16737,way,445832483,45.169972,-75.7137495,,6111,Prince Of Wales Drive,detached,"6111 Prince of wales drive, Ottawa, ON","6111 Prince of wales drive, Ottawa, ON",1
16948,way,445838654,45.1875162,-75.9277391,,7294,Mansfield Road,detached,"7294 Mansfield road, Ottawa, ON","7294 Mansfield road, Ottawa, ON",1
18312,way,448809594,45.3600626,-75.6986175,,246,Madhu Crescent,detached,"246 Madhu crescent, Ottawa, ON","246 Madhu crescent, Ottawa, ON",1
18424,way,450786656,45.4785837,-75.4913714,,1528,Delia Crescent,detached,"1528 Delia crescent, Ottawa, ON","1528 Delia crescent, Ottawa, ON",1
18427,way,450790058,45.4779454,-75.4910879,,1542,Delia Crescent,detached,"1542 Delia crescent, Ottawa, ON","1542 Delia crescent, Ottawa, ON",1
18481,way,450843299,45.4179205,-75.4324647,,3485,Birchtree Crescent,detached,"3485 Birchtree crescent, Ottawa, ON","3485 Birchtree crescent, Ottawa, ON",1
18663,way,458006831,45.4013787,-75.7141464,,66,Young Street,detached,"66 Young street, Ottawa, ON","66 Young street, Ottawa, ON",1
18692,way,458181107,45.4320287,-75.6927075,,153,Guigues Avenue,detached,"153 Guigues avenue, Ottawa, ON","153 Guigues avenue, Ottawa, ON",1
18715,way,458182156,45.4328614,-75.6899547,,240,Guigues Avenue,detached,"240 Guigues avenue, Ottawa, ON","240 Guigues avenue, Ottawa, ON",1
18873,way,458604740,45.4315323,-75.6961027,,58,Parent Avenue,detached,"58 Parent avenue, Ottawa, ON","58 Parent avenue, Ottawa, ON",1
18885,way,458608779,45.4391711,-75.6816402,,273,Crichton Street,detached,"273 Crichton street, Ottawa, ON","273 Crichton street, Ottawa, ON",1
18947,way,459067771,45.4309714,-75.6969218,,27,St. Andrew Street,detached,"27 St. andrew street, Ottawa, ON","27 St. andrew street, Ottawa, ON",1
18957,way,459068646,45.4316416,-75.6955423,,75,St. Andrew Street,detached,"75 St. andrew street, Ottawa, ON","75 St. andrew street, Ottawa, ON",1
18959,way,459068650,45.4317029,-75.6953325,,81,St. Andrew Street,detached,"81 St. andrew street, Ottawa, ON","81 St. andrew street, Ottawa, ON",1
18973,way,459070444,45.4344782,-75.6922226,,240,Cathcart Street,detached,"240 Cathcart street, Ottawa, ON","240 Cathcart street, Ottawa, ON",1
19090,way,459252352,45.4237237,-75.6717187,,387,Templeton Street,detached,"387 Templeton street, Ottawa, ON","387 Templeton street, Ottawa, ON",1
19117,way,459467718,45.4348762,-75.6953631,,124,Boteler Street,detached,"124 Boteler street, Ottawa, ON","124 Boteler street, Ottawa, ON",1
19233,way,459478498,45.4521757,-75.6127655,,33,Wren Road,detached,"33 Wren road, Ottawa, ON","33 Wren road, Ottawa, ON",1
19254,way,459662619,45.4133526,-75.6985819,,470,MacLaren Street,detached,"470 Maclaren street, Ottawa, ON","470 Maclaren street, Ottawa, ON",1
19377,way,459921961,45.4581633,-75.6159885,,7,Burrows Road,detached,"7 Burrows road, Ottawa, ON","7 Burrows road, Ottawa, ON",1
19399,way,459925623,45.4516018,-75.6099317,,17,Wick Crescent,detached,"17 Wick crescent, Ottawa, ON","17 Wick crescent, Ottawa, ON",1
19416,way,459926730,45.4531353,-75.6101271,,38,Rothwell Drive,detached,"38 Rothwell drive, Ottawa, ON","38 Rothwell drive, Ottawa, ON",1
19425,way,459927002,45.4548692,-75.6133339,,13,Rothwell Drive,detached,"13 Rothwell drive, Ottawa, ON","13 Rothwell drive, Ottawa, ON",1
19437,way,459930298,45.4509358,-75.6095826,,12,Wick Crescent,detached,"12 Wick crescent, Ottawa, ON","12 Wick crescent, Ottawa, ON",1
19438,way,459930299,45.4507288,-75.6090856,,10,Wick Crescent,detached,"10 Wick crescent, Ottawa, ON","10 Wick crescent, Ottawa, ON",1
19454,way,459932213,45.4498361,-75.6102601,,39,Davidson Drive,detached,"39 Davidson drive, Ottawa, ON","39 Davidson drive, Ottawa, ON",1
19485,way,460108127,45.4124862,-75.6974623,,77,James Street,detached,"77 James street, Ottawa, ON","77 James street, Ottawa, ON",1
19493,way,460108137,45.4130393,-75.6961186,,47,James Street,detached,"47 James street, Ottawa, ON","47 James street, Ottawa, ON",1
19528,way,460112313,45.435486,-75.6863546,,489,St. Patrick Street,detached,"489 St. patrick street, Ottawa, ON","489 St. patrick street, Ottawa, ON",1
19604,way,460207117,45.4183783,-75.6661222,,38,Robinson Avenue,detached,"38 Robinson avenue, Ottawa, ON","38 Robinson avenue, Ottawa, ON",1
19622,way,460208923,45.4230066,-75.6768473,,103,Sweetland Avenue,detached,"103 Sweetland avenue, Ottawa, ON","103 Sweetland avenue, Ottawa, ON",1
19636,way,460215296,45.4120866,-75.6813502,,30,Hawthorne Avenue,detached,"30 Hawthorne avenue, Ottawa, ON","30 Hawthorne avenue, Ottawa, ON",1
19638,way,460215298,45.411995,-75.6816179,,24,Hawthorne Avenue,detached,"24 Hawthorne avenue, Ottawa, ON","24 Hawthorne avenue, Ottawa, ON",1
19717,way,460241005,45.4031635,-75.7027407,,448,Cambridge Street South,detached,"448 Cambridge street south, Ottawa, ON","448 Cambridge street south, Ottawa, ON",1
19804,way,460394284,45.4271825,-75.6823385,,260,Nelson Street,detached,"260 Nelson street, Ottawa, ON","260 Nelson street, Ottawa, ON",1
19811,way,460395087,45.4002716,-75.7100182,,84,Beech Street,detached,"84 Beech street, Ottawa, ON","84 Beech street, Ottawa, ON",1
19819,way,460400414,45.3999196,-75.7126131,,60,Champagne Avenue South,detached,"60 Champagne avenue south, Ottawa, ON","60 Champagne avenue south, Ottawa, ON",1
19830,way,460413752,45.3982663,-75.7153158,,251,Bayswater Avenue,detached,"251 Bayswater avenue, Ottawa, ON","251 Bayswater avenue, Ottawa, ON",1
19908,way,460440203,45.4120854,-75.6942708,,387,Gladstone Avenue,detached,"387 Gladstone avenue, Ottawa, ON","387 Gladstone avenue, Ottawa, ON",1
19960,way,460636173,45.3998455,-75.7142541,,18,Nolan Avenue,detached,"18 Nolan avenue, Ottawa, ON","18 Nolan avenue, Ottawa, ON",1
19983,way,460668364,45.4346431,-75.6884384,,295,St. Andrew Street,detached,"295 St. andrew street, Ottawa, ON","295 St. andrew street, Ottawa, ON",1
20101,way,466683866,45.4291445,-75.6822519,,334,Besserer Street,detached,"334 Besserer street, Ottawa, ON","334 Besserer street, Ottawa, ON",1
20176,way,469669843,45.3530354,-76.0414679,,104,Hidden Lake Crescent,detached,"104 Hidden lake crescent, Ottawa, ON","104 Hidden lake crescent, Ottawa, ON",1
20195,way,469669874,45.3533833,-76.0405121,,135,Charlie's Lane,detached,"135 Charlie's lane, Ottawa, ON","135 Charlie's lane, Ottawa, ON",1
20211,way,469669893,45.352613,-76.0436572,,148,Snelgrove Drive,detached,"148 Snelgrove drive, Ottawa, ON","148 Snelgrove drive, Ottawa, ON",1
20220,way,469669904,45.3537897,-76.0390895,,154,Charlie's Lane,detached,"154 Charlie's lane, Ottawa, ON","154 Charlie's lane, Ottawa, ON",1
20833,way,469687872,45.3535974,-76.037295,,187,Charlie's Lane,detached,"187 Charlie's lane, Ottawa, ON","187 Charlie's lane, Ottawa, ON",1
20843,way,469687882,45.352463,-76.0363693,,202,Charlie's Lane,detached,"202 Charlie's lane, Ottawa, ON","202 Charlie's lane, Ottawa, ON",1
21858,way,469764941,45.1384481,-75.6165838,,3285,Taggart Street,detached,"3285 Taggart street, Ottawa, ON","3285 Taggart street, Ottawa, ON",1
21860,way,469764943,45.1367114,-75.6121105,,5416,Annabella Street,detached,"5416 Annabella street, Ottawa, ON","5416 Annabella street, Ottawa, ON",1
21874,way,469764982,45.1439363,-75.6105483,,5496,Osgoode Main Street,detached,"5496 Osgoode main street, Ottawa, ON","5496 Osgoode main street, Ottawa, ON",1
21877,way,469764990,45.1412752,-75.6140199,,5424,Osgoode Main Street,detached,"5424 Osgoode main street, Ottawa, ON","5424 Osgoode main street, Ottawa, ON",1
21884,way,469764998,45.1453361,-75.6083469,,5539,Osgoode Main Street,detached,"5539 Osgoode main street, Ottawa, ON","5539 Osgoode main street, Ottawa, ON",1
21913,way,469765053,45.1453227,-75.6134013,,5433,Taylor Way,detached,"5433 Taylor way, Ottawa, ON","5433 Taylor way, Ottawa, ON",1
21930,way,469765085,45.1391802,-75.612365,,5434,Duffy Street,detached,"5434 Duffy street, Ottawa, ON","5434 Duffy street, Ottawa, ON",1
21944,way,469765100,45.13584,-75.608229,,3405,Regburn Drive,detached,"3405 Regburn drive, Ottawa, ON","3405 Regburn drive, Ottawa, ON",1
